ec_number	ec_description	ec_pindex	pathwayid	pathway_id	pathway_name	avg_p_index_bypathway
6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase	2	p470	470	D-Amino acid metabolism	1.96
6.3.2.9	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	2	p470	470	D-Amino acid metabolism	1.96
1.1.1.42	Isocitrate dehydrogenase (NADP(+))	3	p480	480	Glutathione metabolism	1.73
1.11.1.15	Peroxiredoxin	1	p480	480	Glutathione metabolism	1.73
1.17.4.1	Ribonucleoside-diphosphate reductase	4	p480	480	Glutathione metabolism	1.73
3.4.11.1	Leucyl aminopeptidase	1	p480	480	Glutathione metabolism	1.73
6.3.2.2	Glutamate--cysteine ligase	2	p480	480	Glutathione metabolism	1.73
6.3.2.3	Glutathione synthase	2	p480	480	Glutathione metabolism	1.73
1.1.1.22	UDP-glucose 6-dehydrogenase	5	p500	500	Starch and sucrose metabolism	1.92
2.4.1.25	4-alpha-glucanotransferase	1	p500	500	Starch and sucrose metabolism	1.92
2.7.1.4	Fructokinase	3	p500	500	Starch and sucrose metabolism	1.92
5.3.1.9	Glucose-6-phosphate isomerase	4	p500	500	Starch and sucrose metabolism	1.92
5.4.2.2	Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	7	p500	500	Starch and sucrose metabolism	1.92
2.4.1.83	Dolichyl-phosphate beta-D-mannosyltransferase	1	p510	510	N-Glycan biosynthesis	1.55
2.7.1.108	Dolichol kinase	1	p510	510	N-Glycan biosynthesis	1.55
3.2.1.52	Beta-N-acetylhexosaminidase	7	p511	511	Other glycan degradation	2.33
3.2.1.52	Beta-N-acetylhexosaminidase	7	p513	513	High-mannose type N-glycan biosynthesis	2.32
1.1.1.22	UDP-glucose 6-dehydrogenase	5	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
1.1.1.336	UDP-N-acetyl-D-mannosamine dehydrogenase	2	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
2.3.1.157	Glucosamine-1-phosphate N-acetyltransferase	1	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
2.6.1.16	Glutamine--fructose-6-phosphate transaminase (isomerizing)	2	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
2.7.1.4	Fructokinase	3	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
2.7.7.13	Mannose-1-phosphate guanylyltransferase	3	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
2.7.7.22	Mannose-1-phosphate guanylyltransferase (GDP)	2	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
2.7.7.23	UDP-N-acetylglucosamine diphosphorylase	2	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
3.2.1.14	Chitinase	1	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
3.2.1.52	Beta-N-acetylhexosaminidase	7	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
5.1.3.14	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	2	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
5.1.3.2	UDP-glucose 4-epimerase	3	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
5.3.1.8	Mannose-6-phosphate isomerase	3	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
5.3.1.9	Glucose-6-phosphate isomerase	4	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
5.4.2.10	Phosphoglucosamine mutase	1	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
5.4.2.2	Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	7	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
5.4.2.8	Phosphomannomutase	3	p520	520	Amino sugar and nucleotide sugar metabolism	1.96
1.1.1.133	dTDP-4-dehydrorhamnose reductase	3	p521	521	Streptomycin biosynthesis	2.72
2.7.7.24	Glucose-1-phosphate thymidylyltransferase	4	p521	521	Streptomycin biosynthesis	2.72
3.1.3.25	Inositol-phosphate phosphatase	2	p521	521	Streptomycin biosynthesis	2.72
4.2.1.46	dTDP-glucose 4,6-dehydratase	5	p521	521	Streptomycin biosynthesis	2.72
5.4.2.2	Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	7	p521	521	Streptomycin biosynthesis	2.72
1.1.1.133	dTDP-4-dehydrorhamnose reductase	3	p523	523	Polyketide sugar unit biosynthesis	1.85
2.7.7.24	Glucose-1-phosphate thymidylyltransferase	4	p523	523	Polyketide sugar unit biosynthesis	1.85
4.2.1.46	dTDP-glucose 4,6-dehydratase	5	p523	523	Polyketide sugar unit biosynthesis	1.85
2.7.7.24	Glucose-1-phosphate thymidylyltransferase	4	p525	525	Acarbose and validamycin biosynthesis	1.64
4.2.1.46	dTDP-glucose 4,6-dehydratase	5	p525	525	Acarbose and validamycin biosynthesis	1.64
3.2.1.52	Beta-N-acetylhexosaminidase	7	p531	531	Glycosaminoglycan degradation	2.07
2.3.1.129	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	1	p540	540	Lipopolysaccharide biosynthesis	1
2.3.1.191	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	1	p540	540	Lipopolysaccharide biosynthesis	1
2.4.1.182	Lipid-A-disaccharide synthase	1	p540	540	Lipopolysaccharide biosynthesis	1
2.4.99.12	Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	1	p540	540	Lipopolysaccharide biosynthesis	1
2.4.99.13	(KDO)-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	1	p540	540	Lipopolysaccharide biosynthesis	1
2.5.1.55	3-deoxy-8-phosphooctulonate synthase	1	p540	540	Lipopolysaccharide biosynthesis	1
2.7.1.130	Tetraacyldisaccharide 4'-kinase	1	p540	540	Lipopolysaccharide biosynthesis	1
2.7.1.167	D-glycero-beta-D-manno-heptose-7-phosphate kinase	1	p540	540	Lipopolysaccharide biosynthesis	1
2.7.7.38	3-deoxy-manno-octulosonate cytidylyltransferase	1	p540	540	Lipopolysaccharide biosynthesis	1
2.7.7.70	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase	1	p540	540	Lipopolysaccharide biosynthesis	1
3.5.1.108	UDP-3-O-acyl-N-acetylglucosamine deacetylase	1	p540	540	Lipopolysaccharide biosynthesis	1
1.1.1.133	dTDP-4-dehydrorhamnose reductase	3	p541	541	O-Antigen nucleotide sugar biosynthesis	2.3
1.1.1.22	UDP-glucose 6-dehydrogenase	5	p541	541	O-Antigen nucleotide sugar biosynthesis	2.3
1.1.1.336	UDP-N-acetyl-D-mannosamine dehydrogenase	2	p541	541	O-Antigen nucleotide sugar biosynthesis	2.3
2.7.7.13	Mannose-1-phosphate guanylyltransferase	3	p541	541	O-Antigen nucleotide sugar biosynthesis	2.3
2.7.7.23	UDP-N-acetylglucosamine diphosphorylase	2	p541	541	O-Antigen nucleotide sugar biosynthesis	2.3
2.7.7.24	Glucose-1-phosphate thymidylyltransferase	4	p541	541	O-Antigen nucleotide sugar biosynthesis	2.3
4.2.1.46	dTDP-glucose 4,6-dehydratase	5	p541	541	O-Antigen nucleotide sugar biosynthesis	2.3
5.1.3.14	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	2	p541	541	O-Antigen nucleotide sugar biosynthesis	2.3
5.1.3.2	UDP-glucose 4-epimerase	3	p541	541	O-Antigen nucleotide sugar biosynthesis	2.3
5.3.1.8	Mannose-6-phosphate isomerase	3	p541	541	O-Antigen nucleotide sugar biosynthesis	2.3
5.4.2.8	Phosphomannomutase	3	p541	541	O-Antigen nucleotide sugar biosynthesis	2.3
2.4.1.129	Peptidoglycan glycosyltransferase	1	p550	550	Peptidoglycan biosynthesis	1.39
2.4.1.227	Undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	1	p550	550	Peptidoglycan biosynthesis	1.39
2.5.1.31	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	2	p550	550	Peptidoglycan biosynthesis	1.39
2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2	p550	550	Peptidoglycan biosynthesis	1.39
2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase	1	p550	550	Peptidoglycan biosynthesis	1.39
3.4.16.4	Serine-type D-Ala-D-Ala carboxypeptidase	1	p550	550	Peptidoglycan biosynthesis	1.39
6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	2	p550	550	Peptidoglycan biosynthesis	1.39
6.3.2.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	2	p550	550	Peptidoglycan biosynthesis	1.39
6.3.2.4	D-alanine--D-alanine ligase	2	p550	550	Peptidoglycan biosynthesis	1.39
6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase	2	p550	550	Peptidoglycan biosynthesis	1.39
6.3.2.9	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	2	p550	550	Peptidoglycan biosynthesis	1.39
1.1.1.6	Glycerol dehydrogenase	2	p561	561	Glycerolipid metabolism	2.21
2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase	2	p561	561	Glycerolipid metabolism	2.21
2.7.1.107	Diacylglycerol kinase (ATP)	2	p561	561	Glycerolipid metabolism	2.21
2.7.1.31	Glycerate 3-kinase	3	p561	561	Glycerolipid metabolism	2.21
3.2.1.22	Alpha-galactosidase	4	p561	561	Glycerolipid metabolism	2.21
3.1.3.25	Inositol-phosphate phosphatase	2	p562	562	Inositol phosphate metabolism	1.25
5.3.1.1	Triose-phosphate isomerase	4	p562	562	Inositol phosphate metabolism	1.25
1.1.1.94	Glycerol-3-phosphate dehydrogenase (NAD(P)(+))	1	p564	564	Glycerophospholipid metabolism	1.41
2.3.1.40	Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase	1	p564	564	Glycerophospholipid metabolism	1.41
2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase	2	p564	564	Glycerophospholipid metabolism	1.41
2.7.1.107	Diacylglycerol kinase (ATP)	2	p564	564	Glycerophospholipid metabolism	1.41
2.7.7.41	Phosphatidate cytidylyltransferase	1	p564	564	Glycerophospholipid metabolism	1.41
2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	1	p564	564	Glycerophospholipid metabolism	1.41
2.7.8.8	CDP-diacylglycerol--serine O-phosphatidyltransferase	2	p564	564	Glycerophospholipid metabolism	1.41
3.1.1.4	Phospholipase A(2)	5	p564	564	Glycerophospholipid metabolism	1.41
3.1.3.27	Phosphatidylglycerophosphatase	1	p564	564	Glycerophospholipid metabolism	1.41
4.1.1.65	Phosphatidylserine decarboxylase	1	p564	564	Glycerophospholipid metabolism	1.41
3.1.1.4	Phospholipase A(2)	5	p565	565	Ether lipid metabolism	1.68
3.1.1.4	Phospholipase A(2)	5	p590	590	Arachidonic acid metabolism	1.93
3.1.1.4	Phospholipase A(2)	5	p591	591	Linoleic acid metabolism	2.21
2.3.1.16	Acetyl-CoA C-acyltransferase	8	p592	592	alpha-Linolenic acid metabolism	4.31
3.1.1.4	Phospholipase A(2)	5	p592	592	alpha-Linolenic acid metabolism	4.31
4.2.1.17	Enoyl-CoA hydratase	17	p592	592	alpha-Linolenic acid metabolism	4.31
3.2.1.22	Alpha-galactosidase	4	p600	600	Sphingolipid metabolism	1.65
3.2.1.52	Beta-N-acetylhexosaminidase	7	p600	600	Sphingolipid metabolism	1.65
3.2.1.22	Alpha-galactosidase	4	p603	603	Glycosphingolipid biosynthesis - globo series	2.67
3.2.1.52	Beta-N-acetylhexosaminidase	7	p603	603	Glycosphingolipid biosynthesis - globo series	2.67
3.2.1.52	Beta-N-acetylhexosaminidase	7	p604	604	Glycosphingolipid biosynthesis - ganglio series	2.83
1.1.1.37	Malate dehydrogenase	7	p620	620	Pyruvate metabolism	2.95
1.1.1.40	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	2	p620	620	Pyruvate metabolism	2.95
1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	4	p620	620	Pyruvate metabolism	2.95
1.3.5.1	Succinate dehydrogenase (quinone)	5	p620	620	Pyruvate metabolism	2.95
1.8.1.4	Dihydrolipoyl dehydrogenase	8	p620	620	Pyruvate metabolism	2.95
2.3.1.12	Dihydrolipoyllysine-residue acetyltransferase	3	p620	620	Pyruvate metabolism	2.95
2.3.1.8	Phosphate acetyltransferase	5	p620	620	Pyruvate metabolism	2.95
2.3.1.9	Acetyl-CoA C-acetyltransferase	11	p620	620	Pyruvate metabolism	2.95
2.7.2.1	Acetate kinase	5	p620	620	Pyruvate metabolism	2.95
2.7.9.1	Pyruvate, phosphate dikinase	4	p620	620	Pyruvate metabolism	2.95
3.1.2.6	Hydroxyacylglutathione hydrolase	1	p620	620	Pyruvate metabolism	2.95
4.2.1.2	Fumarate hydratase	3	p620	620	Pyruvate metabolism	2.95
6.4.1.2	Acetyl-CoA carboxylase	6	p620	620	Pyruvate metabolism	2.95
3.7.1.9	2-hydroxymuconate-6-semialdehyde hydrolase	3	p622	622	Toluene and xylene degradation	2.5
1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	12	p623	623	2,4-Dichlorobenzoate degradation	2.48
1.13.11.3	Protocatechuate 3,4-dioxygenase	2	p624	624	1- and 2-Methylnaphthalene degradation	1.67
4.2.1.17	Enoyl-CoA hydratase	17	p627	627	1,4-Dichlorobenzene degradation	2.17
1.1.1.36	Acetoacetyl-CoA reductase	2	p630	630	Glyoxylate and dicarboxylate metabolism	2.06
1.1.1.37	Malate dehydrogenase	7	p630	630	Glyoxylate and dicarboxylate metabolism	2.06
2.1.2.1	Glycine hydroxymethyltransferase	5	p630	630	Glyoxylate and dicarboxylate metabolism	2.06
2.3.1.9	Acetyl-CoA C-acetyltransferase	11	p630	630	Glyoxylate and dicarboxylate metabolism	2.06
2.3.3.1	Citrate (Si)-synthase	2	p630	630	Glyoxylate and dicarboxylate metabolism	2.06
2.7.1.31	Glycerate 3-kinase	3	p630	630	Glyoxylate and dicarboxylate metabolism	2.06
4.2.1.3	Aconitate hydratase	3	p630	630	Glyoxylate and dicarboxylate metabolism	2.06
6.3.1.2	Glutamate--ammonia ligase	5	p630	630	Glyoxylate and dicarboxylate metabolism	2.06
6.4.1.3	Propionyl-CoA carboxylase	4	p630	630	Glyoxylate and dicarboxylate metabolism	2.06
1.1.1.6	Glycerol dehydrogenase	2	p640	640	Propanoate metabolism	3.39
1.8.1.4	Dihydrolipoyl dehydrogenase	8	p640	640	Propanoate metabolism	3.39
2.3.1.8	Phosphate acetyltransferase	5	p640	640	Propanoate metabolism	3.39
2.3.1.9	Acetyl-CoA C-acetyltransferase	11	p640	640	Propanoate metabolism	3.39
2.7.2.1	Acetate kinase	5	p640	640	Propanoate metabolism	3.39
4.1.1.9	Malonyl-CoA decarboxylase	2	p640	640	Propanoate metabolism	3.39
4.2.1.17	Enoyl-CoA hydratase	17	p640	640	Propanoate metabolism	3.39
6.2.1.5	Succinate--CoA ligase (ADP-forming)	4	p640	640	Propanoate metabolism	3.39
6.4.1.2	Acetyl-CoA carboxylase	6	p640	640	Propanoate metabolism	3.39
6.4.1.3	Propionyl-CoA carboxylase	4	p640	640	Propanoate metabolism	3.39
2.3.1.16	Acetyl-CoA C-acyltransferase	8	p642	642	Ethylbenzene degradation	2.5
3.7.1.9	2-hydroxymuconate-6-semialdehyde hydrolase	3	p643	643	Styrene degradation	2.6
1.1.1.30	3-hydroxybutyrate dehydrogenase	1	p650	650	Butanoate metabolism	2.81
1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	12	p650	650	Butanoate metabolism	2.81
1.1.1.36	Acetoacetyl-CoA reductase	2	p650	650	Butanoate metabolism	2.81
1.2.1.16	Succinate-semialdehyde dehydrogenase (NAD(P)(+))	4	p650	650	Butanoate metabolism	2.81
1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	4	p650	650	Butanoate metabolism	2.81
1.3.5.1	Succinate dehydrogenase (quinone)	5	p650	650	Butanoate metabolism	2.81
2.3.1.19	Phosphate butyryltransferase	1	p650	650	Butanoate metabolism	2.81
2.3.1.9	Acetyl-CoA C-acetyltransferase	11	p650	650	Butanoate metabolism	2.81
2.8.3.5	3-oxoacid CoA-transferase	2	p650	650	Butanoate metabolism	2.81
4.2.1.17	Enoyl-CoA hydratase	17	p650	650	Butanoate metabolism	2.81
6.2.1.5	Succinate--CoA ligase (ADP-forming)	4	p660	660	C5-Branched dibasic acid metabolism	1.87
1.5.1.3	Dihydrofolate reductase	2	p670	670	One carbon pool by folate	1.82
1.5.1.5	Methylenetetrahydrofolate dehydrogenase (NADP(+))	2	p670	670	One carbon pool by folate	1.82
2.1.1.148	Thymidylate synthase (FAD)	2	p670	670	One carbon pool by folate	1.82
2.1.2.1	Glycine hydroxymethyltransferase	5	p670	670	One carbon pool by folate	1.82
2.1.2.2	Phosphoribosylglycinamide formyltransferase	2	p670	670	One carbon pool by folate	1.82
2.1.2.3	Phosphoribosylaminoimidazolecarboxamide formyltransferase	2	p670	670	One carbon pool by folate	1.82
2.1.2.9	Methionyl-tRNA formyltransferase	2	p670	670	One carbon pool by folate	1.82
3.5.4.9	Methenyltetrahydrofolate cyclohydrolase	2	p670	670	One carbon pool by folate	1.82
6.3.3.2	5-formyltetrahydrofolate cyclo-ligase	1	p670	670	One carbon pool by folate	1.82
1.1.1.37	Malate dehydrogenase	7	p680	680	Methane metabolism	2.05
1.1.1.95	Phosphoglycerate dehydrogenase	3	p680	680	Methane metabolism	2.05
2.1.2.1	Glycine hydroxymethyltransferase	5	p680	680	Methane metabolism	2.05
2.3.1.8	Phosphate acetyltransferase	5	p680	680	Methane metabolism	2.05
2.7.2.1	Acetate kinase	5	p680	680	Methane metabolism	2.05
3.1.3.11	Fructose-bisphosphatase	5	p680	680	Methane metabolism	2.05
3.6.3.14	H(+)-transporting two-sector ATPase	3	p680	680	Methane metabolism	2.05
4.1.2.13	Fructose-bisphosphate aldolase	5	p680	680	Methane metabolism	2.05
4.2.1.11	Phosphopyruvate hydratase	2	p680	680	Methane metabolism	2.05
5.4.2.1	Transferred entry: 5.4.2.11 and 5.4.2.12	3	p680	680	Methane metabolism	2.05
1.1.1.37	Malate dehydrogenase	7	p710	710	Carbon fixation in photosynthetic organisms	3.15
1.1.1.40	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	2	p710	710	Carbon fixation in photosynthetic organisms	3.15
1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	2	p710	710	Carbon fixation in photosynthetic organisms	3.15
2.2.1.1	Transketolase	3	p710	710	Carbon fixation in photosynthetic organisms	3.15
2.6.1.1	Aspartate transaminase	11	p710	710	Carbon fixation in photosynthetic organisms	3.15
2.7.2.3	Phosphoglycerate kinase	2	p710	710	Carbon fixation in photosynthetic organisms	3.15
2.7.9.1	Pyruvate, phosphate dikinase	4	p710	710	Carbon fixation in photosynthetic organisms	3.15
3.1.3.11	Fructose-bisphosphatase	5	p710	710	Carbon fixation in photosynthetic organisms	3.15
4.1.2.13	Fructose-bisphosphate aldolase	5	p710	710	Carbon fixation in photosynthetic organisms	3.15
5.1.3.1	Ribulose-phosphate 3-epimerase	3	p710	710	Carbon fixation in photosynthetic organisms	3.15
5.3.1.1	Triose-phosphate isomerase	4	p710	710	Carbon fixation in photosynthetic organisms	3.15
5.3.1.6	Ribose-5-phosphate isomerase	3	p710	710	Carbon fixation in photosynthetic organisms	3.15
1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	12	p720	720	Reductive carboxylate cycle (CO2 fixation)	3.34
1.1.1.37	Malate dehydrogenase	7	p720	720	Reductive carboxylate cycle (CO2 fixation)	3.34
1.1.1.42	Isocitrate dehydrogenase (NADP(+))	3	p720	720	Reductive carboxylate cycle (CO2 fixation)	3.34
1.3.5.1	Succinate dehydrogenase (quinone)	5	p720	720	Reductive carboxylate cycle (CO2 fixation)	3.34
1.5.1.5	Methylenetetrahydrofolate dehydrogenase (NADP(+))	2	p720	720	Reductive carboxylate cycle (CO2 fixation)	3.34
2.3.1.8	Phosphate acetyltransferase	5	p720	720	Reductive carboxylate cycle (CO2 fixation)	3.34
2.3.1.9	Acetyl-CoA C-acetyltransferase	11	p720	720	Reductive carboxylate cycle (CO2 fixation)	3.34
2.7.2.1	Acetate kinase	5	p720	720	Reductive carboxylate cycle (CO2 fixation)	3.34
2.7.9.1	Pyruvate, phosphate dikinase	4	p720	720	Reductive carboxylate cycle (CO2 fixation)	3.34
3.5.4.9	Methenyltetrahydrofolate cyclohydrolase	2	p720	720	Reductive carboxylate cycle (CO2 fixation)	3.34
4.2.1.17	Enoyl-CoA hydratase	17	p720	720	Reductive carboxylate cycle (CO2 fixation)	3.34
4.2.1.2	Fumarate hydratase	3	p720	720	Reductive carboxylate cycle (CO2 fixation)	3.34
4.2.1.3	Aconitate hydratase	3	p720	720	Reductive carboxylate cycle (CO2 fixation)	3.34
6.2.1.5	Succinate--CoA ligase (ADP-forming)	4	p720	720	Reductive carboxylate cycle (CO2 fixation)	3.34
6.4.1.2	Acetyl-CoA carboxylase	6	p720	720	Reductive carboxylate cycle (CO2 fixation)	3.34
6.4.1.3	Propionyl-CoA carboxylase	4	p720	720	Reductive carboxylate cycle (CO2 fixation)	3.34
1.4.3.19	Glycine oxidase	1	p730	730	Thiamine metabolism	1.25
2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase	2	p730	730	Thiamine metabolism	1.25
2.5.1.3	Thiamine-phosphate diphosphorylase	1	p730	730	Thiamine metabolism	1.25
2.7.1.50	Hydroxyethylthiazole kinase	1	p730	730	Thiamine metabolism	1.25
2.7.4.16	Thiamine-phosphate kinase	1	p730	730	Thiamine metabolism	1.25
2.7.4.3	Adenylate kinase	2	p730	730	Thiamine metabolism	1.25
2.7.4.7	Phosphomethylpyrimidine kinase	1	p730	730	Thiamine metabolism	1.25
2.7.6.2	Thiamine diphosphokinase	1	p730	730	Thiamine metabolism	1.25
2.7.7.73	Sulfur carrier protein ThiS adenylyltransferase	1	p730	730	Thiamine metabolism	1.25
2.8.1.7	Cysteine desulfurase	1	p730	730	Thiamine metabolism	1.25
3.5.99.2	Aminopyrimidine aminohydrolase	1	p730	730	Thiamine metabolism	1.25
3.6.1.15	Nucleoside-triphosphate phosphatase	2	p730	730	Thiamine metabolism	1.25
1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase	1	p740	740	Riboflavin metabolism	1.39
2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase	1	p740	740	Riboflavin metabolism	1.39
2.5.1.9	Riboflavin synthase	1	p740	740	Riboflavin metabolism	1.39
2.7.1.26	Riboflavin kinase	1	p740	740	Riboflavin metabolism	1.39
2.7.7.2	FAD synthetase	1	p740	740	Riboflavin metabolism	1.39
3.5.4.25	GTP cyclohydrolase II	2	p740	740	Riboflavin metabolism	1.39
3.5.4.26	Diaminohydroxyphosphoribosylaminopyrimidine deaminase	1	p740	740	Riboflavin metabolism	1.39
4.1.99.12	3,4-dihydroxy-2-butanone-4-phosphate synthase	1	p740	740	Riboflavin metabolism	1.39
1.4.3.5	Pyridoxal 5'-phosphate synthase	1	p750	750	Vitamin B6 metabolism	1.32
2.6.99.2	Pyridoxine 5'-phosphate synthase	1	p750	750	Vitamin B6 metabolism	1.32
1.2.1.16	Succinate-semialdehyde dehydrogenase (NAD(P)(+))	4	p760	760	Nicotinate and nicotinamide metabolism	1.44
1.6.1.2	NAD(P)(+) transhydrogenase (Re/Si-specific)	1	p760	760	Nicotinate and nicotinamide metabolism	1.44
2.4.2.19	Nicotinate-nucleotide diphosphorylase (carboxylating)	1	p760	760	Nicotinate and nicotinamide metabolism	1.44
2.7.1.23	NAD(+) kinase	1	p760	760	Nicotinate and nicotinamide metabolism	1.44
2.7.7.18	Nicotinate-nucleotide adenylyltransferase	1	p760	760	Nicotinate and nicotinamide metabolism	1.44
3.1.3.5	5'-nucleotidase	3	p760	760	Nicotinate and nicotinamide metabolism	1.44
3.5.1.42	Nicotinamide-nucleotide amidase	1	p760	760	Nicotinate and nicotinamide metabolism	1.44
3.6.1.22	NAD(+) diphosphatase	1	p760	760	Nicotinate and nicotinamide metabolism	1.44
6.3.1.5	NAD(+) synthase	1	p760	760	Nicotinate and nicotinamide metabolism	1.44
1.1.1.86	Ketol-acid reductoisomerase	2	p770	770	Pantothenate and CoA biosynthesis	2.41
2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase	1	p770	770	Pantothenate and CoA biosynthesis	2.41
2.6.1.42	Branched-chain-amino-acid transaminase	5	p770	770	Pantothenate and CoA biosynthesis	2.41
2.7.1.24	Dephospho-CoA kinase	1	p770	770	Pantothenate and CoA biosynthesis	2.41
2.7.1.33	Pantothenate kinase	1	p770	770	Pantothenate and CoA biosynthesis	2.41
2.7.7.3	Pantetheine-phosphate adenylyltransferase	1	p770	770	Pantothenate and CoA biosynthesis	2.41
2.7.8.7	Holo-[acyl-carrier-protein] synthase	1	p770	770	Pantothenate and CoA biosynthesis	2.41
4.1.1.11	Aspartate 1-decarboxylase	2	p770	770	Pantothenate and CoA biosynthesis	2.41
4.1.1.36	Phosphopantothenoylcysteine decarboxylase	1	p770	770	Pantothenate and CoA biosynthesis	2.41
6.3.2.1	Pantoate--beta-alanine ligase (AMP-forming)	2	p770	770	Pantothenate and CoA biosynthesis	2.41
6.3.2.5	Phosphopantothenate--cysteine ligase	1	p770	770	Pantothenate and CoA biosynthesis	2.41
1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	2	p780	780	Biotin metabolism	1.23
2.1.1.197	Malonyl-[acyl-carrier protein] O-methyltransferase	1	p780	780	Biotin metabolism	1.23
2.3.1.179	Beta-ketoacyl-[acyl-carrier-protein] synthase II	2	p780	780	Biotin metabolism	1.23
2.3.1.47	8-amino-7-oxononanoate synthase	1	p780	780	Biotin metabolism	1.23
2.6.1.62	Adenosylmethionine--8-amino-7-oxononanoate transaminase	1	p780	780	Biotin metabolism	1.23
2.8.1.6	Biotin synthase	1	p780	780	Biotin metabolism	1.23
3.1.1.85	Pimeloyl-[acyl-carrier protein] methyl ester esterase	1	p780	780	Biotin metabolism	1.23
4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	2	p780	780	Biotin metabolism	1.23
6.3.3.3	Dethiobiotin synthase	1	p780	780	Biotin metabolism	1.23
6.3.4.10	Biotin--[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase	1	p780	780	Biotin metabolism	1.23
6.3.4.11	Biotin--[methylcrotonoyl-CoA-carboxylase] ligase	1	p780	780	Biotin metabolism	1.23
6.3.4.15	Biotin--[acetyl-CoA-carboxylase] ligase	1	p780	780	Biotin metabolism	1.23
6.3.4.9	Biotin--[methylmalonyl-CoA-carboxytransferase] ligase	1	p780	780	Biotin metabolism	1.23
2.3.1.181	Lipoyl(octanoyl) transferase	1	p785	785	Lipoic acid metabolism	1
2.8.1.8	Lipoyl synthase	1	p785	785	Lipoic acid metabolism	1
1.14.16.1	Phenylalanine 4-monooxygenase	3	p790	790	Folate biosynthesis	1.33
1.5.1.3	Dihydrofolate reductase	2	p790	790	Folate biosynthesis	1.33
1.5.1.34	6,7-dihydropteridine reductase	1	p790	790	Folate biosynthesis	1.33
1.7.1.13	PreQ(1) synthase	1	p790	790	Folate biosynthesis	1.33
2.5.1.15	Dihydropteroate synthase	1	p790	790	Folate biosynthesis	1.33
2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	1	p790	790	Folate biosynthesis	1.33
